"VSNPLOTNAME","PlotKey","ecosite","Compile_limit","Stems","Planted_BasalArea","CD_BHAge","BasalArea","CDHt","plot_DHt","LoreyHeight","plot_QMDHt","MaxHt1","MaxHt12","TopHt","BasalArea_DomCodom","BasalArea_Intermediate","BasalArea_Understory","Height_Intermediate","Height_Understory","conifer_frac","intHwd_frac","tolHwd_frac","LeadSpp_CDHt","LeadSpp_CDAge","QMD","GTV","GMV_NL","GMV_size1","GMV_size2","GMV_size3","GMV_size4","GMV_size5","GMV_WL","BA_size1","BA_size2","BA_size3","BA_size4","BA_size5","GTV_DomCodom","GTV_Intermediate","GTV_Understory","BiomassWood","BiomassBark","BiomassBranches","BiomassFoliage","LeadSpp","SpeciesComposition","BasalArea_Dead","REG_FU","TagLimit"
"VSN060055",55,"B049TtD n",7.1,1575,33.372608115,1.13207547169811,33.4803297712937,16.3169811320755,17.55,16.2254831828306,16.5827586206897,17.8,17.7,16.525,30.1020558926706,3.37827387862302,NA,14.45,NA,1,0,0,16.3169811320755,1.13207547169811,16.4516376667114,253.942673200249,218.959728731479,73.0225469464298,145.937181785049,0,0,0,203.077896602819,12.1230417,21.111021855,0,0,0,230.635034669843,23.3076385304056,NA,112.612996304852,10.2192383593911,10.3795456762175,7.64765513667298,3,"Pj 99 Bf  1                        ",0.52185903,"PJ1",7.1
"VSN060056",56,"B127TtD n",7.1,1250,NA,3.58333333333333,11.0084322086381,9.38055555555556,11,9.31920018611189,10.0105263157895,13.1,12.3,11.275,9.12949163823902,1.77715273039904,0.10178784,7.30769230769231,5.2,1,0,0,9.20606060606061,2.09090909090909,10.5891787924382,48.8194717668508,24.4586063140449,19.483075725369,4.97553058867584,0,0,0,19.7316694992687,7.706992755,1.1486475,0,0,0,42.1127754177045,6.44420179681861,0.26249455232764,22.2209899716127,3.62860200697976,4.8917259763858,5.36561920874446,13,"Sb 89 La 11                        ",NA,"SB1",7.1
"VSN060057",57,"B055TtMDn",7.1,800,NA,7.69565217391304,28.5202848461008,20.6761161204718,20.3,20.0734287208957,20.8868774089922,22,22,21.425,25.5890935061008,2.93119134,NA,12.5,NA,0.0201952081863147,0.979804791813685,0,20.6761161204718,7.69565217391304,21.3052427753751,262.916608385774,222.167781536187,3.84798553842024,162.475606468997,55.8441895287695,0,0,208.623101992745,2.11987314,20.101665045,6.15042813,0,0,244.834547261805,18.0820611239689,NA,103.031721132139,21.3680725338667,14.5833167585206,3.35505810283867,74,"Pt 90 Bw  8 Bf  2                  ",0.435916635,"PO1",7.1
"VSN060058",58,"B035TtD n",7.1,1525,NA,4.32258064516129,36.3209461673604,19.0310344827586,21.4333333333333,18.3589439733893,19.5291666666667,25,24.45,21.775,28.8793340541979,5.58649826372076,1.85511384944175,12.0909090909091,11.375,0.832344235648942,0.167655764351058,0,19.6631578947368,3.57894736842105,17.4139866192379,301.079594788738,251.976214769352,20.7478702917413,129.68366291588,101.544681561731,0,0,241.079953642717,6.194979945,17.245675755,11.493484695,0,0,257.866335458424,32.5659537949511,10.6473055353629,128.042609205624,14.0284502511615,13.4574223670827,8.14786717505701,3,"Pj 59 Sb 16 Pt 14 Bf  8 Bw  3      ",4.52135145,"PJ2",7.1
"VSN060059",59,"B049TtD n",7.1,3200,6.047167665,7.09756097560976,46.5896681082634,17.2102564102564,18.725,15.7012438870043,17.2029411764706,19.8,19.7,18.075,28.7202106804959,7.19324686512983,10.6762105626377,13.1655172413793,11.5396551724138,0.398957832980802,0.601042167019198,0,17.4727272727273,6.81818181818182,13.6152108292914,329.761823896744,200.994283631838,44.3109837067605,93.9259118066463,62.7573881184308,0,0,179.21594228104,18.79234434,14.305570125,8.385224925,0,0,226.783752714539,43.9773650763271,59.0007061058774,138.521928732612,24.4005884455549,19.4813106992697,9.59647078012531,74,"Pt 36 Bw 24 Bf 23 Pj 13 Sb  4      ",3.003978285,"MH2",7.1
"VSN060060",60,"B012TtVSn",7.1,1525,NA,0,29.1282435132989,12.4565217391304,15.8,13.0595207081885,13.5346153846154,16.6,16.4,15.925,26.6146297182989,1.12084434,1.392769455,7.95714285714286,8.94285714285714,0.787149578500206,0.212850421499794,0,13.05,0,15.5946911487779,164.831252637594,118.052510333956,17.5247406819862,80.3963175862126,20.1314520657572,0,0,106.411702376504,8.70415623,16.03924245,3.55016508,0,0,118.360218844828,4.20961230513475,6.20008626400748,74.8258886617299,10.0707743816085,14.9907439161371,8.56218657428871,3,"Pj 44 Sb 34 Bw 21 Bf  1            ",1.30788735,"PJ2",7.1
"VSN060061",61,"B098TtD k",7.1,1775,32.27338191,1.57142857142857,42.7118836516466,16.4410714285714,21,17.2610811008359,17.636,23.9,23.9,21.7,38.387893303474,2.51325064817267,1.8107397,14.0875,11.1714285714286,0.76442353567147,0.23557646432853,0,15.816,1.14,17.5036949219389,341.967949856138,298.393469514737,62.9494910148192,139.856093351544,95.5878851483747,0,0,277.472778613682,11.25733455,20.769569205,9.98859939,0,0,314.405253130331,17.1408171941458,10.4218795316607,145.054608669591,18.104354482328,16.4935802914699,8.42580580108784,3,"Pj 76 Pt 24 Bf  1                  ",1.499623125,"PJ1",7.1
"VSN060063",63,"B050TtD n",7.1,2050,NA,10.6428571428571,44.5160641564659,21.9444444444444,24.4666666666667,20.0430756451805,21.47,24.9,24.85,24.45,29.339147145,3.743942895,11.4329741164659,18.0142857142857,13.0478260869565,0.672212063970607,0.327787936029393,0,21.84375,9.625,16.6278462766087,405.660848273398,326.066975016778,30.5033801731221,124.450865240218,171.112729603437,0,0,312.36922001279,10.839246495,14.829824625,17.115181545,0,0,302.22053725052,31.5060261842159,71.9342848386615,170.496736096775,21.5686750788784,16.0849973381879,9.22865141633153,3,"Pj 44 Pt 26 Sb 12 Bf  8 Bw  7 Sw  3",6.31924986,"SP1",7.1
"VSN060065",65,"B034TtD k",7.1,1275,22.74903246,12.304347826087,34.6834530985833,19.1818181818182,22,17.5435707848197,18.9434782608696,22,21.9,18.9,25.1575781026757,9.52587499590761,NA,10.6454066299661,NA,1,0,0,19.065,10.4,18.6106106709831,270.944582696754,240.609336542562,12.754811971444,124.708349157515,103.146175413603,0,0,231.575360537282,3.286054695,16.85605845,12.92528853,0,0,217.086583616765,53.8579990799887,NA,116.820501753812,11.2419680354503,13.5496371573003,9.26944621880369,3,"Pj 66 Sb 28 Bf  6 Cw  0            ",6.255180855,"PJ1",7.1
"VSN060066",66,"B012TtVSn",7.1,2075,24.773616945,0.732394366197183,24.7868808960217,12.5929577464789,12.5929577464789,12.5011858133543,12.9210526315789,14.3,14.2,13.45,22.4105447759056,2.37633612011615,NA,9.95,NA,1,0,0,12.5929577464789,0.732394366197183,12.3326509813893,146.343649887203,98.9340820111499,90.3858766665236,8.54820534462627,0,0,0,84.2922952354237,22.329962655,1.62393231,0,0,0,134.893700849993,11.4499490372105,NA,65.9629340365091,7.2897000234922,7.40100849237696,6.21388124985952,3,"Pj 96 Sb  4                        ",NA,"PJ1",7.1
"VSN060067",67,"B049TtMDn",7.1,2250,NA,5.15,41.5646814575967,16.8925,19.84,16.1222253617754,17.4214285714286,21.8,21.7,20.95,27.3441452868867,9.48701994531942,4.73351622539056,11.9586206896552,10.4047619047619,0.616430552202951,0.383569447797049,0,15.02,11.2,15.3364739308677,300.700533528828,218.80323987322,42.3609190090279,88.8941020405879,87.5482188236042,0,0,198.158650854805,15.444164505,14.454874665,10.195061415,0,0,224.284009822248,52.1227671362874,24.2937565702919,128.872727602025,18.8937229080465,17.9771849628839,10.5517426059809,20,"Bf 28 Pj 26 Bw 24 Pt 15 Sw  4 Sb  3",3.75546864,"MC1",7.1
"VSN060068",68,"B049TtM n",7.1,1950,NA,6.8,28.6238407327706,13.5575,16.4,12.9249563769998,13.6055555555556,16.4,15.9,14.875,18.497799705,9.42611218277057,0.699928845,10.9090909090909,8.6,0.944450421072263,0.0555495789277366,0,13.5257142857143,4.48571428571429,13.6710288321197,171.034099618291,127.285075037144,79.7859568377356,47.4991181994081,0,0,0,112.086614319796,19.30642791,8.32716423,0,0,0,118.066306942166,49.9690241883841,2.99876848774063,76.0272312900174,9.46530063706332,10.4954537316068,8.59514441368251,3,"Pj 56 Sb 38 Bw  6 Sw  1            ",9.57029535,"PJ2",7.1
"VSN060069",69,"B055TtMDn",7.1,850,NA,24.4615384615385,16.9621041133025,16.6545454545455,17.8666666666667,15.2529084989999,16.6,19.1,18.55,17.4,11.8858509,3.04014298330255,2.03611023,10.0066666666667,9.56666666666667,0.448628761303549,0.551371238696451,0,16.29,15.5,15.9398764539924,111.058125030526,76.997212352457,5.70953049787758,39.6269119284595,31.6607699261199,0,0,69.0209884969558,3.716689515,7.499725695,4.59297993,0,0,86.1443296135681,14.997121417719,9.91667399923869,53.2822593905066,7.73333069689854,10.6119973911462,4.37316106658106,38,"Bw 55 Pj 27 Sb 17 Bf  1            ",6.83890977,"MH1",7.1
"VSN060070",70,"B055TtD n",7.1,2300,NA,2.05555555555556,13.3789649966455,9.12333333333333,10.28,9.30400714126928,9.69655172413793,11.8,11.35,10.725,13.0980863216455,0.15205344,0.128825235,9.4,6.2,0.00962893878803782,0.990371061211962,0,8.96,0.6,8.60601090923767,50.6180490412932,2.08461879066975,2.08461879066975,0,0,0,0,1.119267134742,4.35783117,0,0,0,0,49.6258862558783,0.563223458429592,0.428939326985229,24.6829960401266,5.58977152760282,5.30194302534774,2.53568584350747,74,"Pt 75 Bw 25 Bf  1                  ",0.58088184,"PO1",7.1
"VSN060071",71,"B128TlD n",7.1,600,NA,15.4666666666667,6.75658739436225,10.02,12.44,9.92155251186471,11.1428571428571,13.8,13.25,11.1,5.1302350555147,1.62635233884755,NA,5.91111111111111,NA,1,0,0,10.15,5.25,11.9740929656673,30.8796366291576,19.5617137348809,4.41119492000417,15.1505188148768,0,0,0,17.3054590654481,2.10334047,3.386978595,0,0,0,25.8875315447662,4.99210508439139,NA,13.5006445662727,1.82885424009061,3.6733281670235,2.46682612109171,25,"La 62 Sb 21 Cw 17                  ",NA,"LC1",7.1
"VSN060072",72,"B070TtMDn",7.1,750,NA,0,24.8937990223413,22.4888888888889,22.4888888888889,19.9438927166572,21.7454545454545,24.4,24.25,22.4,16.6803034395514,8.21349558278981,NA,12.8380952380952,NA,0.0267039417890134,0.958507772394522,0.0148,22.4888888888889,0,20.5574626241053,224.571395215408,190.130348766927,1.21019773059554,28.487782104763,160.432368931569,0,0,180.63018254266,1.42153473,5.769410955,16.57150803,0,0,171.930613452216,52.6407817631919,NA,92.3230976465509,18.4738578478575,15.8822039361524,3.39537873519448,74,"Pt 67 Bw 29 Bf  3 OH  1 OH  0 OH  0",2.857304835,"PO1",7.1
"VSN060073",73,"B055TtD n",7.1,650,NA,12.4761904761905,36.3987680407877,24.952380952381,29.6,25.213486443819,26.8454545454545,29.6,29.2,27.6,34.2374650507877,2.16130299,NA,13.18,NA,0.0390668808737304,0.960933119126269,0,26.66,8,26.7018416178979,416.601391300887,379.760436931471,0.509285702443234,56.6603325818355,244.609037588356,77.9817810588355,0,367.86938854017,0.58378782,6.920296845,22.307932185,6.274658775,0,403.757450223625,12.8439410772623,NA,166.765028916358,31.7535579943806,21.9276471584885,4.36110839303869,74,"Pt 75 Bw 21 Bf  4 Sb  0            ",2.408880705,"PO1",7.1
"VSN060074",74,"B055TtD n",7.1,875,NA,8.32142857142857,44.5572629280522,24.275,25.65,24.2869888797263,24.4666666666667,26.7,26.15,24.875,40.5086645848098,1.660433775,2.38816456824241,21.05,10.56,0,1,0,24.3037037037037,5.96296296296296,25.4630121663813,483.546016349777,434.790829746034,0.543385658185773,121.016340344352,280.276062983645,32.955040759852,0,416.464885673118,0.66920007,14.34972924,26.71424217,2.77591776,0,457.325212161389,15.1791694962136,11.0416346921743,188.730881419447,37.5823812172767,25.02582710503,4.94971872535169,74,"Pt 90 Bw 10                        ",3.470741505,"PO1",7.1
"VSN060075",75,"B055TtMDn",7.1,725,NA,6,33.1260067159305,20.6592592592593,23.6666666666667,20.7709476174658,21.35,23.7,23.7,23.4,31.377809925,NA,1.74819679093049,NA,13.35,0.0527741482974999,0.9472258517025,0,20.6592592592593,6,24.1195994365847,314.684760176195,277.705621526659,1.06666310586344,109.746274944864,166.892683475932,0,0,263.897857673883,0.316692915,14.183833125,18.60424104,0,0,304.532851708237,NA,10.1519084679573,120.918390929151,25.3713272698832,17.317268093792,3.83735182634622,74,"Pt 95 Bf  5                        ",1.710856455,"PO1",7.1
"VSN060076",76,"B050TtMDn",7.1,2750,28.651529445,1.05333333333333,32.7583572460172,12.668,13.325,12.5024335869023,12.9270833333333,15.1,15,13.15,26.6943685752707,5.67270239074652,0.39128628,10.746875,10.7,0.972518612327257,0.0274813876727427,0,12.6929577464789,0.661971830985915,12.3154209808209,191.931261431632,127.770503588355,94.0730014495374,33.697502138818,0,0,0,108.793273119898,23.64772641,6.25037028,0,0,0,160.80818988949,29.0846995657168,2.03837197642488,86.3690812211736,9.93077791852734,10.4319991268361,8.36891540603452,3,"Pj 86 Sb 11 Bw  3                  ",NA,"PJ1",7.1
"VSN060077",77,"B129TtD k",7.1,1000,NA,9.24,92.05115766,18.3666666666667,18.7,18.2029063485327,18.5894736842105,20.6,20.55,19.175,80.0138031,8.021663265,4.015691295,14.1285714285714,10.2,1,0,0,18.1153846153846,9.24,34.2349090841498,621.672755271723,566.107678345935,5.64386865512867,31.0344072027608,154.319450117889,203.107298210292,172.002654159866,554.267497795007,1.377886125,6.20638788,26.197743495,31.39683624,26.767669005,555.467284692208,46.3961714557907,19.8092991237242,175.472568955945,23.7452376082013,31.4158587989248,21.9627728603521,22,"Cw100                              ",0.233283435,"LC1",7.1
"VSN060078",78,"B049TtD n",7.1,2625,19.24528452,1.77173913043478,31.6606856179337,11.075,13.352380952381,11.9091269896341,12.8714285714286,14.8,14.65,13.025,30.2230305529337,1.330133805,0.10752126,9.30833333333333,9.7,0.970438987920405,0.0295610120795951,0,13.4875,1.91666666666667,12.3922468351725,174.114354731398,115.260454707171,48.7291465125001,51.5028068206985,15.0285013739719,0,0,101.258086025202,13.758421215,9.334479,3.31097151,0,0,167.528482297398,6.06563866439247,0.520233769607688,72.1901824830698,9.58927751407713,10.9051061877163,10.0016812012749,3,"Pj 41 Bf 25 Sb 19 Cw 10 Bw  3 La  1",2.597101815,"SP1",7.1
"VSN060079",79,"B224TtD k",7.1,1450,11.45666907,2.32432432432432,20.2180220301195,10.4027027027027,11.375,10.1277491056709,10.2576923076923,13.1,12.95,11.35,15.5785353346135,4.4071590390416,0.232327656464455,8.22105263157895,6.8,0.961548084925325,0.030970339405396,0.0075,9.71764705882353,2.23529411764706,13.3241613486026,90.0498728744561,62.3384268566299,35.7542712532752,20.5352405508212,6.04891505253348,0,0,52.4929673243847,12.02859735,5.535793725,1.4313915,0,0,71.8543000569932,17.3912366767599,0.804336140702923,38.635934169683,6.81923932240172,10.470062456107,10.267190812334,13,"Sb 55 Bf 41 Pt  3 OH  1            ",NA,"SF1",7.1
"VSN060080",80,"B052TtS n",7.1,1150,2.95557801,2.75,21.4587472753246,12.3263157894737,12.4352941176471,13.4753226179066,13.32,19.3,18.7,17.35,17.4564768611634,3.78133739416127,0.22093302,8.77,7.45,0.69228471865872,0.30771528134128,0,13.9538461538462,5.07692307692308,15.4137323642309,114.038398277637,81.4458975881789,17.4549019522975,23.4170968265094,40.573898809372,0,0,72.0647821131945,7.854,5.34833838,6.859389075,0,0,97.1882298457632,16.1161106891332,0.734057742740624,54.3303675814523,8.28180010787476,14.7359578777569,8.61946466933741,13,"Sb 63 Bw 31 Bf  7                  ",1.008080535,"SP1",2.5
"VSN060081",81,"B098TtD n",7.1,2300,27.59118054,2.29090909090909,40.579406173924,16.6072727272727,20.15,16.1373201703076,16.85,21.7,20.65,18.85,32.0242828885087,6.77138402062376,1.78373926479162,13.624,9.98333333333333,0.884998939256852,0.111981252260126,0.003,16.9658536585366,1.46341463414634,14.9879928496635,301.971169293056,235.533438712313,38.3356011392603,197.197837573053,0,0,0,217.972263200244,10.79881803,27.70840149,0,0,0,250.93869899601,42.285321767538,8.74714852950764,131.87023000751,14.3322683624578,13.2297618809527,9.83681335443515,3,"Pj 68 Bf 14 Bw  9 Sb  7 Pt  2 OH  0",0.4417875,"PJ1",7.1
"VSN060082",82,"B104TtD n",7.1,425,NA,17.125,16.6449083268171,15.953051692109,15.953051692109,15.8543099109519,15.8923666064913,21.7,20.9,17.5020775349672,12.11428449,2.816856735,1.71376710181707,14.8579558317441,10.5802770826075,0.073727501281749,0.926272498718251,0,13.0753560545797,34.25,22.3306204660576,116.666090618656,98.043514803344,2.3993426025825,29.8056569425613,65.8385152582002,0,0,92.3595648049065,1.40924322,6.062600775,8.90600403,0,0,88.8235254199715,18.7168510719376,9.12571412674731,54.2751311404602,9.65830916675731,28.473730174093,8.04115743842155,38,"Bw 61 Pt 32 Pj  7                  ",4.34762097,"BW1",7.1
"VSN060083",83,"B047S D n",7.1,325,NA,15.3846153846154,23.1356989270474,28.2727272727273,28.2727272727273,28.3084303641415,28.44,29.4,29.3,28.525,23.1356989270474,NA,NA,NA,NA,0,0.993356708499188,0.0066,28.0833333333333,16.6666666666667,30.106078039653,300.972975378914,283.240306036582,0,0,248.573942172209,34.6663638643723,0,278.031208928069,0,0,20.1616107,2.820391035,0,300.972975378914,NA,NA,114.851634351387,22.3119245151672,12.5936711165221,2.16112019290085,74,"Pt 99 OH  1                        ",NA,"PO1",7.1
"VSN060084",84,"B055TtD n",7.1,950,NA,10.2352941176471,36.8357219515375,23.9322055975431,24.45,22.5591387845461,24.142072036884,25.4,25.4,24.675,29.73438006,5.44191793693857,0.280556079598893,11.5842105263158,11.4,0.0426490229149241,0.957350977085076,0,23.9322055975431,10.2352941176471,22.2191449391569,379.513081123733,336.373291699392,4.1430595587363,44.646706683677,287.583525456978,0,0,321.962940366773,2.876468595,5.838408345,27.1874064,0,0,332.69054451324,30.1097778089768,1.47621102140446,147.227853606374,29.8473056371619,20.9999962462223,4.4677466259203,74,"Pt 86 Bw 10 Bf  4                  ",3.470780775,"PO1",7.1
"VSN060085",85,"B049TtMDn",7.1,1000,NA,21.5454545454545,31.821701708137,21.8454545454545,21.8454545454545,19.5142691026782,20.4055555555556,24.6,24.1,22.65,18.286173675,10.034411840762,3.50111619237491,17.1727272727273,9.01111111111111,0.956204852399983,0.0437951476000167,0,21.8454545454545,21.5454545454545,20.1287243138352,270.741533639127,242.149048073118,10.2914464145354,62.2719324840723,169.585669174511,0,0,234.409895516443,2.951709915,8.565395685,18.83008281,0,0,177.278917150132,76.6063638896943,16.8562525992999,116.374255997354,11.0276517065294,13.1257718628414,8.1034390011796,3,"Pj 59 Sb 33 Bw  4 Bf  3            ",8.66468988,"PJ2",7.1
"VSN060086",86,"B049TtD n",7.1,2850,19.336017855,0.883495145631068,29.4379626575192,13.8281553398058,15.6857142857143,14.0434067306862,14.4479166666667,17.3,16.75,16,27.6042696425192,0.647267775,1.18642524,12.125,10.6714285714286,0.612355073695493,0.384282600040575,0.0034,13.8865384615385,0.865384615384615,11.4679554340981,190.177946238782,87.0316206917028,77.5027997607975,9.52882093090525,0,0,0,73.3439739375273,24.09992046,1.630352955,0,0,0,180.74948632136,3.73483484222009,5.69362507520183,87.5880707880284,12.0602821084808,9.4570906491745,6.43118047516263,3,"Pj 58 Bw 23 Pt 15 Bf  3 OH  0      ",0.22061886,"MC1",7.1
"VSN060087",87,"B035TtD k",7.1,2000,24.31724064,1.42857142857143,24.3234525132374,12.4946428571429,12.4946428571429,12.2626098895892,13.0181818181818,14.6,14.5,13.325,20.6709547731357,2.79020905306551,0.862288687036203,9.5,8.9,0.968343645082411,0.0316563549175891,0,12.511320754717,1.0188679245283,12.4437753885542,138.912300672921,92.3384236638554,54.27414990394,38.0642737599155,0,0,0,78.9086341717479,14.789219445,7.12495245,0,0,0,122.829593578054,12.4961522067477,3.58655488811961,62.2366105131152,7.11973441090678,8.20473300516242,6.21794837915885,3,"Pj 90 Sb  6 Bw  3 Bf  1            ",NA,"PJ1",7.1
"VSN060088",88,"B034TtD n",7.1,2625,37.3218153,0.595744680851064,37.3923402249902,14.8734042553191,17.2,14.8958664286545,15.2115384615385,17.9,17.55,15.9,35.529136095472,1.44401651451822,0.287161875,11.2,12.15,1,0,0,14.8734042553191,0.595744680851064,13.4673212825441,264.195129105947,198.224842603566,116.703708670301,81.5211339332651,0,0,0,176.768334183147,23.25977808,12.73781355,0,0,0,254.132101360835,7.63080510560988,1.71312591382413,119.658785577609,11.5951126846067,10.523723311868,8.82680439222308,3,"Pj100                              ",NA,"PJ1",7.1
"VSN060089",89,"B049TtD n",7.1,3000,34.15618206,0.490566037735849,34.2157874297632,14.5552380952381,16.9,14.5549847802816,15.09375,17.8,17.2,16.15,32.199190720212,1.84677359455124,0.169823115,10.0461538461538,7.2,1,0,0,14.5367924528302,0.490566037735849,12.0505590100478,238.979175586855,158.718430386643,120.480460053334,38.2379703333087,0,0,0,139.33127872606,25.41621159,5.813393355,0,0,0,229.283399650736,9.0986799777502,0.597095958368648,109.895104753409,10.9514270676985,8.7894874833334,8.46506638411057,3,"Pj 97 Bf  2 Sb  1                  ",NA,"PJ1",7.1
"VSN060090",90,"B016TlVSn",7.1,100,NA,33,3.51300477362004,12.525,24.7,20.4354144875105,24.7,24.7,17.05,24.7,3.51300477362004,NA,NA,NA,NA,0.923844218593432,0.0761557814065682,0,24.7,102,21.1491988951425,27.153530251593,24.6086038964763,0,2.25294119997782,22.3556626964985,0,0,23.9574596929229,0,0.686616315,2.558852835,0,0,27.153530251593,NA,NA,11.8497387127672,1.54630893611213,1.75788961493295,1.1294473856642,13,"Sb 73 Bf 20 Pt  4 Bw  3            ",NA,"LC1",7.1
"VSN060091",91,"B055TtD n",7.1,900,NA,8.36363636363636,31.4410175110932,21.5227272727273,21.5227272727273,21.0747886651391,22.0625,23.7,23.65,23.1,27.873176927278,3.56784058381517,NA,12.4428571428571,NA,0.080136111334465,0.919863888665535,0,21.5227272727273,8.36363636363636,21.0902434551956,302.990958215609,264.225520470534,7.21359949650818,95.2442066639825,161.767714310043,0,0,250.329150505248,1.624580265,12.03079647,16.88771007,0,0,280.388613791405,22.6023444242042,NA,117.607710799807,24.0674053596937,16.2772896718571,3.84590772573411,74,"Pt 89 Sb  5 Bw  3 Bf  2 Sw  1      ",5.95337127,"PO1",7.1
"VSN060094",94,"B104TtD n",7.1,425,NA,13,47.0532792303865,29.9357142857143,31.35,29.9534632082812,30.5888888888889,32.1,32,31.55,46.0751223112766,NA,0.978156919109913,NA,9.23333333333333,0.0161303303365461,0.979211716269113,0.0047,29.9357142857143,13,37.5452529246748,655.42881928037,629.711302355296,0,2.98081904909466,126.267711412833,329.371979115299,171.09079277807,621.270661994132,0.224801115,0.629125035,9.977819775,24.12568158,12.02058627,650.74798869466,NA,4.68083058570968,246.395689148043,48.4325235218187,32.145131616589,4.23757559518503,74,"Pt 98 Sw  2 OH  0                  ",6.693630405,"PO1",7.1
"VSN060095",95,"B055TtD n",7.1,350,NA,7.25,33.5905704940613,23.6,23.6,23.4894691996281,23.6666666666667,25.3,25.2,23.85,32.4311433790613,1.159427115,NA,17.5,NA,0,1,0,23.6,7.25,34.9566027571855,365.874738399059,345.866556628315,0,15.0401659317355,145.43373341873,125.95571693852,59.4369403393289,339.830175883778,0,2.06705499,14.13460818,11.88659703,5.578087515,357.20939173942,8.66534665963929,NA,138.021334232404,29.1523928355652,24.0752047859027,3.03879145529869,74,"Pt 97 Bw  3                        ",2.790702915,"PO1",7.1
"VSN060097",97,"B012TtVSn",7.1,925,NA,16.625,14.1149539129591,14.0333333333333,17.15,14.0386230632932,15.7083333333333,20.1,18.85,17.55,9.23857775336647,4.64735351959263,0.22902264,9.805,8.9,0.955471732022786,0.0445282679772142,0,14.3785714285714,19,13.9387367951057,88.6562347608616,67.5122525519763,17.3756588723279,50.1365936796484,0,0,0,60.3595850593772,5.78831946,7.549127355,0,0,0,64.2642950257385,23.4108253967227,0.981114338400304,38.8531700898646,5.68445907680592,5.64987931282465,5.1635988291742,13,"Sb 96 Bw  4                        ",4.17919194,"LC1",7.1
"VSN060098",98,"B055TtD n",7.1,300,NA,9.2,12.6966234922471,15.2,15.2,15.3442019075777,16.525,16.8,16.8,15.15,9.86360944017589,2.68096061207123,0.15205344,11.9833333333333,8.8,0.13271531844895,0.86728468155105,0,15.48,9.2,23.2133620373106,84.8147857687838,71.7732437727295,2.77378103329697,5.92525437335501,21.669994764979,41.4042136010985,0,66.829195099421,1.38823377,1.48460235,3.3748638,6.33727479,0,69.8210717137837,14.3308154308009,0.6628986241992,44.0092204889471,7.06624508233788,17.3380858454681,3.41632442368167,38,"Bw 87 Bf  7 Sw  7                  ",NA,"BW1",7.1
"VSN060099",99,"B055TtD k",7.1,475,NA,14.75,26.138013825,26.3,27.4,25.3027141778627,26.52,28.5,28.15,25.775,24.85547526,NA,1.282538565,NA,8.17142857142857,0,0.971781744973501,0.0282,26.3,14.75,26.4693964299986,306.296589801274,285.104803251426,0,0,172.361074488338,112.743728763088,0,277.56969138663,1.034941215,0,14.83809096,10.0173843,0,302.445888482183,NA,3.85070131909053,116.799935054046,23.5546838329675,15.9207668529627,2.51975910105214,74,"Pt 97 OH  3                        ",5.58717852,"PO1",7.1
"VSN060100",100,"B052TtM n",7.1,3050,2.230005855,1.76595744680851,33.4041150190466,11.7,14.05,10.6754908177709,11.1181818181818,14.5,14.05,12.175,18.0773856224141,11.4833859445603,3.8433434520723,9.63921568627451,7.79166666666667,0.791144872989148,0.208855127010852,0,11.6387096774194,1.83870967741935,11.8087687261373,160.323185212151,88.250412736667,52.4823400141714,31.0749468431459,4.69312587934969,0,0,73.1751027760025,19.733508795,7.68403944,1.296872115,0,0,94.2206800119198,51.0636126388063,15.0388925614247,67.9549925848401,11.9513633769958,15.1095512773705,13.6081910450093,20,"Bf 72 Bw 18 Sb  7 Pt  3            ",1.685645115,"SF1",7.1
"VSN060101",101,"B052TtD k",7.1,2000,23.258973045,1.53061224489796,43.3580136341529,17.7142857142857,19.275,17.4997318331617,18.45,22,21.95,18.575,35.9666400946833,6.54969962946956,0.84167391,13.7296296296296,11.425,0.958630680082616,0.0413693199173844,0,18.2307692307692,2.88461538461538,16.6140013914238,325.053103639638,266.13794075118,47.8164135492098,184.562117642522,33.7594095594478,0,0,249.503283251639,10.74525375,25.929961365,4.98607263,0,0,278.422206783045,41.9597907802383,4.67110607635511,130.331612665127,17.8364114340168,15.6278653218888,13.0896607591748,12,"Sw 56 Bf 29 Pj 12 Bw  4 Pt  0      ",1.95277929,"SF1",7.1
"VSN060102",102,"B034TtD k",7.1,2375,23.93102019,2.48611111111111,27.5332879218286,13.3625,15.0375,13.316661695468,13.9238095238095,16.7,16.65,14.7,24.1018384517629,2.23557364167796,1.1958758283878,11.6857142857143,8.27777777777778,0.881918515135078,0.118081484864922,0,13.66,0.966666666666667,12.1493147307838,171.719578287437,110.306136379738,84.0732623005379,26.2328740791997,0,0,0,96.8403731907794,20.19746421,4.472558475,0,0,0,154.926548835093,12.0349033226129,4.75812612973077,77.1473544229217,8.90207952257319,8.22386842577152,6.4300117956881,3,"Pj 86 Pt 12 Sb  2                  ",NA,"PJ1",7.1
